obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1.2376503710110193e+18,162.255983574887,-1.89755153027043,25.28489,21.54159,20.07834,19.05666,18.70563,1140,301,4,62,4.2628913366158766e+18,GALAXY,0.4984407,3786,55563,852
1.237663783658652e+18,355.699545224859,-0.229547401545987,21.44237,20.5811,19.68317,19.31363,18.90685,4263,301,3,87,7.678736744338164e+17,GALAXY,0.2751549,682,52525,36
1.2376556930187274e+18,232.953115787822,-1.24740810564822,24.36172,22.2981,20.4177,19.49992,18.94753,2379,301,5,159,4.514940904692537e+18,GALAXY,0.4944122,4010,55350,299
1.2376677828439572e+18,207.564334376521,21.0269181595617,21.22998,19.01948,17.40606,15.66793,14.69218,5194,301,4,604,3.117666396020959e+18,STAR,-9.625444e-05,2769,54527,180
1.2376737018198103e+18,43.3194108633787,-1.88832569620154,22.7235,23.64286,22.31473,21.52335,21.86568,6572,301,5,208,1.0552033568192e+19,GALAXY,0.7799585,9372,58074,362
1.2376711296656343e+18,178.873179282286,6.51520042952691,19.84743,18.42004,17.66356,17.20659,16.9837,5973,301,6,122,1.8262443403059136e+18,GALAXY,0.1240768,1622,53385,126
1.2376697665486195e+18,12.0606888053161,7.04234146880621,20.57521,20.15462,20.14684,19.96829,20.12332,5656,301,3,95,5.11500405750185e+18,QSO,0.6269339,4543,55888,148
1.237658423561093e+18,176.746919251385,7.27838746224921,22.3285,19.92649,19.28158,18.13413,17.84097,3015,301,3,417,6.059717918681487e+18,GALAXY,0.08944083,5382,55982,453
1.2376625300608123e+18,201.643816948679,14.4096736082612,17.65097,16.48606,15.9226,15.55887,15.33967,3971,301,4,22,6.114839460725414e+18,GALAXY,0.05944288,5431,56011,280
1.237668296591737e+18,180.771386685206,18.8056118423964,22.57176,21.0068,19.26422,18.53305,18.00389,5314,301,1,29,6.582074178270418e+18,GALAXY,0.4718528,5846,56017,230
1.2376625295252526e+18,204.732215927789,13.74036306376,24.81855,22.40499,20.82392,19.87084,19.47398,3971,301,3,42,6.122815043044399e+18,GALAXY,0.5226689,5438,56002,623
1.2376671434023245e+18,136.071297715856,23.4264925255978,23.06697,22.02947,20.66124,19.85255,19.353,5045,301,5,171,6.503252113703066e+18,GALAXY,0.3013633,5776,56010,197
1.2376677350402296e+18,171.458755561195,21.7710848971331,20.87334,18.93831,17.66254,17.16253,16.81971,5183,301,3,265,2.814869134213409e+18,GALAXY,0.1856771,2500,54178,434
1.2376613623699863e+18,196.603260498795,47.4812898629978,21.24308,19.36083,17.9578,17.43674,17.05069,3699,301,5,74,7.458121618747054e+18,GALAXY,0.2430787,6624,56385,584
1.2376622637746752e+18,202.92603495219,9.56404929957562,19.87884,18.16429,17.151,16.89589,16.55447,3909,301,4,50,2.0289574592168855e+18,GALAXY,0.117217,1802,53885,312
1.2376591628073697e+18,231.102303052486,47.4456039132037,18.53522,17.27804,16.84381,16.69232,16.62156,3187,301,4,36,1.4986187270237983e+18,STAR,-0.0002800987,1331,52766,167
1.237673706650993e+18,112.101187567778,41.6431041060144,18.5619,17.3793,16.87786,16.65069,16.55812,6573,301,6,198,3.0208791299322286e+18,STAR,-6.804453e-06,2683,54153,326
1.2376654415221233e+18,211.123927515546,27.1193288133624,25.51864,22.35633,20.81824,19.89804,19.66601,4649,301,3,180,6.765556010755316e+18,GALAXY,0.4271682,6009,56313,85
1.2376619717224038e+18,184.919617281327,7.60817361066379,23.91305,24.1015,20.59212,19.44992,18.86443,3841,301,4,134,6.076601193966361e+18,GALAXY,0.5964627,5397,55944,434
1.2376785986326372e+18,12.1481938672984,3.56949247416585,22.84876,21.36648,19.49645,18.75916,18.37919,7712,301,6,410,4.847056365989157e+18,GALAXY,0.413079,4305,55509,208
1.2376654415204188e+18,206.878622472111,27.9137818881444,18.74878,16.8494,15.9793,15.56558,15.26837,4649,301,3,154,2.38025059903684e+18,GALAXY,0.05253428,2114,53848,357
1.2376805050400776e+18,333.732637927368,31.6665102526741,22.54367,21.16422,20.54722,20.33748,19.76289,8156,301,5,87,8.67973788256989e+18,QSO,0.7226948,7709,57666,638
1.237662195604849e+18,199.273642516557,42.3067845699748,19.58748,18.3589,17.36884,16.86708,16.552,3893,301,5,245,1.646157800113465e+18,GALAXY,0.1974694,1462,53112,335
1.2376553483550067e+18,238.788235510835,48.3898635935544,22.01377,21.55381,21.34107,21.04408,20.77766,2299,301,3,272,9.499290489117235e+18,QSO,1.520625,8437,57894,265
1.2376792546629386e+18,14.8646209673835,-4.52721428470737,23.14688,23.82832,23.04227,22.23993,21.48314,7865,301,4,14,1.051152947808124e+19,GALAXY,0.0,9336,57723,465
1.2376677828148595e+18,137.304044767339,15.6950837136916,20.77147,20.11769,20.01328,19.90685,19.60607,5194,301,4,160,1.074911607517219e+19,QSO,2.401122,9547,57806,544
1.2376805045026179e+18,332.316208957156,30.8091273202077,23.29177,23.85814,22.01626,20.73896,19.96731,8156,301,4,78,8.678647441879489e+18,GALAXY,0.6734682,7708,57664,767
1.2376529479907407e+18,4.58545672654647,-9.66089925950465,18.10523,16.31667,15.48465,15.12082,14.92811,1740,301,4,52,2.15281743415374e+18,STAR,-0.0004456905,1912,53293,352
1.2376613865275397e+18,199.790284426412,56.0853977892636,25.8113,21.28182,19.50399,18.84132,18.66205,3705,301,2,49,7.687819494149085e+18,GALAXY,0.3655872,6828,56430,636
1.2376581921470548e+18,124.241269158868,30.2789165148076,20.26373,20.04779,19.99215,19.91347,19.75194,2961,301,4,71,1.2004446098695672e+19,QSO,1.880098,10662,58158,368
1.237663783140066e+18,37.5303090434187,-0.680422559804393,24.79102,22.94461,22.16384,22.21695,21.59074,4263,301,2,366,8.257378340878703e+18,GALAXY,-0.0005738373,7334,56656,103
1.2376626970342858e+18,231.603613390843,27.4468318207658,23.55597,22.2184,20.92964,19.98744,19.42456,4010,301,3,123,4.4576140232074414e+18,GALAXY,0.6502261,3959,55679,641
1.2376648461212063e+18,197.138038909972,38.0623530069145,23.47098,22.36542,20.85684,19.79477,19.29905,4510,301,6,11,4.479054768971733e+18,GALAXY,0.5771293,3978,55330,818
1.2376540308638267e+18,167.891914099631,3.22533645818089,18.39161,16.69441,15.96193,15.62707,15.42102,1992,301,5,120,3.651466928226148e+18,STAR,0.0003562028,3243,54910,631
1.2376654415294628e+18,228.86443250063,22.3129523516013,24.87573,21.48994,20.57874,19.69612,19.09863,4649,301,3,292,4.4610725367138447e+18,GALAXY,0.346132,3962,55660,935
1.237651539261522e+18,239.926356269441,54.5712128001853,18.79819,17.62037,17.19263,16.8715,16.68451,1412,301,4,358,6.969697351028183e+17,GALAXY,0.05102345,619,52056,137
1.2376663021667615e+18,51.6250733269866,1.18500774126949,22.7409,20.1324,18.62086,17.89099,17.47932,4849,301,6,799,1.706987178405423e+18,STAR,1.958399e-05,1516,52933,447
1.2376618509413908e+18,212.474839238469,41.440544669414,19.2062,19.19805,19.17947,18.87323,18.8285,3813,301,3,362,5.819972982714684e+18,QSO,1.853901,5169,56045,714
1.237659131669381e+18,208.212756761977,52.2343217694811,20.73017,21.16666,20.64651,20.73408,20.55709,3180,301,2,44,9.242744731708185e+18,QSO,1.354414,8209,57427,845
1.2376640934420813e+18,143.697806198322,32.2571443339346,24.24666,22.71005,20.98842,19.88151,19.61346,4335,301,4,223,6.538354027771745e+18,GALAXY,0.5766351,5807,56329,921
1.2376788584646577e+18,343.836312143338,11.0489222132509,21.07162,19.86737,19.62961,19.38328,19.27267,7773,301,2,204,5.686994750751921e+18,STAR,-0.0005493282,5051,56214,270
1.2376623024401285e+18,230.080726192587,43.1040846305305,21.60641,21.13716,21.11108,21.14014,20.86725,3918,301,4,214,6.810711025438185e+18,QSO,2.350848,6049,56091,518
1.237657587097928e+18,40.7941698264154,0.678999835213157,20.03616,19.59355,19.04909,18.11938,17.49387,2820,301,5,138,8.806940372301534e+18,STAR,-3.318354e-05,7822,57041,550
1.237664871895204e+18,136.116515231711,35.3527573305976,19.22351,18.19494,17.45815,17.03954,16.81792,4516,301,6,75,1.363638559751301e+18,GALAXY,0.2018095,1211,52964,632
1.2376677344968712e+18,155.897691776394,19.2940403282958,22.74938,22.65552,22.11868,21.75079,21.40577,5183,301,2,166,1.0778423007536e+19,GALAXY,0.7400216,9573,57787,666
1.2376677817417736e+18,139.088811338545,15.221426651278,23.29997,22.37407,21.83612,21.34277,21.50804,5194,301,2,170,1.0751284586996849e+19,GALAXY,0.9672928,9549,57807,241
1.237661150302765e+18,188.722328180587,49.1910679944504,18.39908,17.94188,17.84226,17.83654,17.88743,3650,301,2,25,1.4389693960631355e+18,STAR,0.0002206972,1278,52735,252
1.2376607659121055e+18,130.824091220033,31.5394551478751,25.10366,22.00789,20.25388,19.35513,18.82525,3560,301,6,161,5.837957418408237e+18,GALAXY,0.5052878,5185,55978,605
1.237678579826754e+18,354.997728837457,24.3863606222279,22.7674,22.32745,21.00562,19.87015,19.20105,7708,301,3,175,7.098837230782011e+18,GALAXY,0.5962536,6305,56563,139
1.2376613537792655e+18,177.345741708337,57.85680105286,20.48637,20.43933,20.25207,20.22887,20.05228,3697,301,5,62,9.270835330038387e+18,QSO,0.9548427,8234,57450,638
1.2376623061920653e+18,221.674175010241,36.0547533918895,21.74142,21.02294,19.51076,18.67138,18.16652,3919,301,3,120,5.312217687853914e+18,GALAXY,0.5641818,4718,56014,807
1.2376623072616123e+18,210.679508737088,40.1873324212089,19.64125,18.30264,17.66126,17.30175,17.07034,3919,301,5,56,1.5527067329862308e+18,GALAXY,0.109039,1379,53084,330
1.237660240312664e+18,47.7068251829663,-0.345164646217946,17.81659,16.77014,16.37877,16.22581,16.18434,3438,301,3,118,8.168447090655255e+18,STAR,0.0005740644,7255,56597,157
1.23765153548193e+18,125.298414849283,51.8054925354331,17.88493,16.9556,16.68022,16.39326,16.31436,1411,301,5,30,4.9775224400382566e+17,GALAXY,0.06293441,442,51882,380
1.2376650254429724e+18,187.900494660874,35.2663602411516,22.74458,21.6309,21.70054,21.64997,22.84535,4552,301,4,116,4.467701766021208e+18,QSO,2.28783,3968,55590,476
1.2376619513272077e+18,182.443261732265,13.6969383892353,20.34751,18.88184,18.41588,18.27945,18.21237,3836,301,6,224,3.617659418818224e+18,GALAXY,0.06573969,3213,54865,520
1.237680529745446e+18,356.972878879071,29.5841697212525,26.15039,23.20472,21.53698,20.14177,19.38251,8162,301,3,229,8.667428580840723e+18,GALAXY,0.6001495,7698,58013,913
1.237650795137401e+18,125.850424736829,-0.651154617596224,19.26712,18.19728,17.84145,17.71276,17.6844,1239,301,2,37,1.299353690284517e+18,STAR,0.0001176756,1154,53083,237
1.2376793244578616e+18,2.72570670343663,-4.0425032370312,22.17905,21.86347,21.88184,21.79173,21.41725,7881,301,6,40,8.894746826458289e+18,QSO,2.129087,7900,57358,500
1.237648705138e+18,238.260479918628,0.477883425125456,16.17474,15.59182,15.41703,15.35907,15.34584,752,301,5,633,3.8628869979454874e+17,STAR,-5.449714e-05,343,51692,382
1.237678581442806e+18,8.76643594576217,25.8773327031804,20.10426,18.12949,16.97352,16.47788,16.09081,7708,301,6,258,7.075327194034361e+18,GALAXY,0.1509826,6284,56310,626
1.2376802457428298e+18,5.25072395484466,19.5747502246453,20.03104,20.04692,20.02725,19.76608,19.7157,8096,301,2,261,8.547852000511153e+18,QSO,2.068542,7592,56947,72
1.2376671433968847e+18,124.220871083383,18.0064580872929,22.67789,23.27056,17.58843,22.04938,22.97666,5045,301,5,88,2.5570160577305907e+18,STAR,-0.001038165,2271,53726,354
1.2376802468119844e+18,354.149827982879,19.9057953777622,22.10604,21.52788,21.23554,20.98755,20.90396,8096,301,4,191,8.55930891179002e+18,QSO,1.684194,7602,56954,792
1.2376696983746644e+18,339.646208275082,7.12997656543042,21.33601,20.9421,20.65552,20.55798,20.05284,5640,301,4,227,1.2727379396870296e+19,QSO,1.165571,11304,58448,752
1.2376503715620462e+18,194.58508769191,-1.82340088731766,26.13151,22.35358,20.57172,19.70966,19.42347,1140,301,5,278,4.271911449729981e+18,GALAXY,0.5151743,3794,55241,899
1.2376545999464046e+18,135.562240845104,2.0584372771453,23.55154,21.32274,20.80503,20.6452,20.62786,2125,301,1,111,4.299959996370934e+18,STAR,0.0002712499,3819,55540,539
1.237678579295847e+18,10.0322642621903,24.1358647490301,21.20385,20.19155,19.90536,19.6952,19.60706,7708,301,2,266,2.3171584144399667e+18,STAR,-0.001211431,2058,53349,205
1.2376510678910244e+18,190.337697917381,66.0199330594917,22.92377,22.12285,20.59484,19.57652,18.96192,1302,301,6,391,8.016431363841611e+18,GALAXY,0.5133303,7120,56720,87
1.2376802725760868e+18,339.976029856969,20.928530219975,21.75254,21.70471,20.75806,19.86269,19.48116,8102,301,4,104,6.889438258520152e+18,STAR,-0.0001391231,6119,56181,206
1.237670964840694e+18,122.249008116529,9.11809843851655,21.18374,19.98602,18.32964,17.82641,17.43013,5935,301,3,37,6.185966315586737e+18,GALAXY,0.2294523,5494,55857,990
1.2376555035017871e+18,261.433672876491,27.4125614295208,17.63191,16.97161,17.26605,17.47807,17.62,2335,301,4,136,2.4568527504665743e+18,STAR,-0.0006519359,2182,53905,506
1.2376583107967718e+18,198.826759691862,58.3166128916602,22.00327,21.08297,19.23738,18.63919,18.03883,2989,301,1,90,7.690135065620403e+18,GALAXY,0.4608414,6830,56429,868
1.2376621956066186e+18,204.550250456171,41.5172884348269,23.46255,21.94044,21.15213,20.73456,20.64531,3893,301,5,272,9.44756368328493e+18,STAR,-0.000299861,8391,57511,500
1.2376613629108552e+18,209.80963159956,45.8172845581345,19.36575,17.71822,16.92393,16.53114,16.22581,3699,301,6,135,1.6507314931205673e+18,GALAXY,0.05889152,1466,53083,590
1.2376677812330826e+18,206.729559088459,19.8112221787945,24.09525,21.9576,20.73323,19.62799,19.12423,5194,301,1,600,6.595733137116125e+18,GALAXY,0.5724098,5858,56063,769
1.2376648541758423e+18,201.571833343866,37.1349955356919,20.98997,20.47878,20.44992,20.15,19.96506,4512,301,5,35,4.4846540365163617e+18,QSO,0.5792934,3983,55603,708
1.237667142864077e+18,133.125860197967,21.8722379256071,20.2858,19.79033,19.76547,19.82642,19.9042,5045,301,4,150,1.249322355294918e+19,QSO,2.502842,11096,58485,866
1.237658204501574e+18,152.084157478733,44.825590123227,23.99796,22.81324,20.50987,19.39784,19.01337,2964,301,3,170,5.284062487192558e+18,GALAXY,0.6202755,4693,55632,779
1.2376503715452687e+18,156.271766372732,-1.42263401496616,22.18393,21.78604,20.19742,19.03939,18.62278,1140,301,5,22,4.244862364057623e+18,GALAXY,0.6075866,3770,55234,799
1.237663789031949e+18,123.939559044722,58.3616517670292,24.11482,21.35455,19.72281,18.79459,18.30889,4264,301,5,157,5.79747422433682e+18,GALAXY,0.4862567,5149,55944,784
1.2376503715599483e+18,189.727093682537,-1.68732048152012,24.43429,24.34064,21.23454,20.2134,19.64997,1140,301,5,246,4.2706843943003976e+18,GALAXY,0.5870122,3793,55214,531
1.2376619728060416e+18,207.702475368464,7.84421147019551,19.42729,18.2373,17.47849,17.06306,16.7992,3841,301,6,285,2.0334429114330253e+18,GALAXY,0.1310693,1806,53559,246
1.2376543916397038e+18,119.067884119425,39.2704140403973,20.33371,18.52628,17.59393,17.19932,16.91171,2076,301,5,99,6.125959639990538e+17,GALAXY,0.09635187,544,52201,387
1.2376709653864778e+18,142.286374802955,15.110286696569,22.63126,20.45756,18.84688,17.56496,16.84814,5935,301,4,173,3.5940443823507784e+18,STAR,0.0001537578,3192,54829,625
1.2376582039770895e+18,193.591225390647,49.195209209323,23.09533,21.45399,19.97948,19.20366,18.73628,2964,301,2,359,7.508638406077076e+18,GALAXY,0.5000193,6669,56413,43
1.237659324948677e+18,230.106867160183,49.9525407171488,26.39053,21.11339,19.70143,18.93754,18.42735,3225,301,2,132,7.567261617039366e+18,GALAXY,0.3183419,6721,56398,321
1.2376788590177812e+18,21.7284387790714,11.9097364443379,20.38038,19.7921,19.70248,19.59278,19.16821,7773,301,3,452,5.257093944203041e+18,QSO,2.195576,4669,55831,972
1.2376677350422612e+18,176.463492851949,22.1667232417795,22.27091,19.73283,18.18014,17.63623,17.33855,5183,301,3,296,7.230560094236465e+18,GALAXY,0.2896166,6422,56328,112
1.2376672056746967e+18,94.6880246569544,63.5352971980849,18.16716,16.51485,15.75641,15.35805,15.23041,5060,301,1,100,2.5884642890565816e+18,STAR,-0.0003421008,2299,53711,74
1.2376637852844687e+18,30.4123018771721,0.874632766192697,22.04009,20.63349,20.14966,19.9454,19.98467,4263,301,6,319,3.2269790165986447e+18,STAR,-0.0004770691,2866,54478,545
1.2376575903221023e+18,179.858644222628,54.8629479561135,20.16466,18.63385,17.79045,17.38628,17.08223,2821,301,3,183,1.1450836813674188e+18,GALAXY,0.08001178,1017,52706,158
1.2376609618604198e+18,126.332274446572,27.3250288194522,20.09236,19.25264,18.901,18.73172,18.71368,3606,301,3,15,5.02288752308259e+18,STAR,0.000539076,4461,55888,902
1.2376637836621908e+18,3.75267592766543,-0.418159425180659,21.29472,19.95352,19.47857,19.16026,19.00937,4263,301,3,141,7.735444055366308e+17,GALAXY,0.1575876,687,52518,186
1.2376623035160335e+18,236.057201751977,40.7482117111596,22.53256,21.39231,19.5775,18.69062,18.23008,3918,301,6,247,1.1856424622998423e+18,GALAXY,0.4844857,1053,52468,254
1.237667782835569e+18,186.969258000909,22.6906516378484,23.15118,21.11664,20.81491,20.64113,20.29104,5194,301,4,476,6.735339777946834e+18,QSO,1.269069,5982,56074,751
1.2376788590177815e+18,21.7926710833053,11.8804502673507,22.0741,21.77897,21.73628,21.19357,21.49613,7773,301,3,452,1.2462745639896504e+19,QSO,1.821953,11069,58456,580
1.2376695174420237e+18,0.419047440311374,7.16499784794441,19.29571,18.35928,17.99152,17.87688,17.83079,5598,301,3,118,1.2732948697807344e+19,QSO,3.240243,11309,58428,533
1.2376551094389312e+18,136.010188927094,49.7677049769396,19.89101,18.24483,17.35159,16.85405,16.49632,2243,301,6,142,8.614041762597702e+17,GALAXY,0.1386541,765,52254,330
1.2376654415204188e+18,206.866762293,27.8714544814061,18.5967,16.9418,16.11339,15.66717,15.3354,4649,301,3,154,2.380246200990329e+18,GALAXY,0.05248655,2114,53848,341
1.2376710716865907e+18,95.7107071834213,83.00051858898,20.36009,18.76253,18.13932,17.89805,17.87249,5960,301,2,168,2.8688229939858903e+18,STAR,-0.0002809284,2548,54152,109
1.2376719387243973e+18,230.683201581925,57.6776079875543,23.13099,21.30265,20.02418,19.51978,19.18561,6162,301,1,35,9.482538060531128e+18,GALAXY,0.2063925,8422,58219,760
1.2376663021663027e+18,50.4680003180906,1.25635856686913,23.85879,22.11655,20.40157,18.96171,18.17078,4849,301,6,792,1.7059041594352865e+18,STAR,2.878476e-05,1515,52932,603
1.2376682713622124e+18,203.853689714599,18.5152800593009,22.72228,21.95428,21.71772,21.85295,22.25644,5308,301,2,81,6.600136955761285e+18,STAR,0.0005376452,5862,56045,406
1.2376576321899072e+18,147.905009804852,50.0734380436569,19.05725,17.85085,17.43323,17.25503,17.21798,2831,301,1,59,1.0155738510162924e+18,GALAXY,0.05113677,902,52409,44
1.2376786195717816e+18,14.8187766037502,2.9935913940175,24.78428,21.74282,20.01513,19.06405,18.67669,7717,301,5,428,4.850616860457328e+18,GALAXY,0.5117743,4308,55565,873
1.237667253996749e+18,137.437661532411,21.1231654669096,22.47047,19.86337,18.32619,17.78618,17.44911,5071,301,3,156,6.49877132882453e+18,GALAXY,0.2844892,5772,56003,280
1.2376623061974395e+18,234.727503127004,30.3308376927847,23.10336,22.19471,20.88026,19.755,19.54329,3919,301,3,202,5.316713586219047e+18,GALAXY,0.6774492,4722,55735,779
1.2376785975372682e+18,322.646163376371,2.10561456335046,19.77161,18.82011,18.46595,18.34058,18.32637,7712,301,4,80,5.790756206344952e+18,STAR,-0.0005897014,5143,55828,920
1.2376623024336404e+18,210.850690475208,49.9710483672713,19.71468,18.77876,18.54979,18.62625,18.46906,3918,301,4,115,7.594466009064692e+18,STAR,-0.0007814832,6745,56425,986
1.2376799982362957e+18,345.546010951038,-1.88947946406514,23.23812,23.45829,22.7381,22.41562,23.33482,8038,301,5,123,1.037519168481659e+19,GALAXY,0.960121,9215,57682,87
1.23766391627468e+18,146.562710437905,67.2962461187936,20.61333,18.60944,17.4827,16.96331,16.56716,4294,301,2,223,2.1146113490477647e+18,GALAXY,0.1200129,1878,54474,623
1.237678858481238e+18,22.476087426777,11.3313739294319,21.92115,19.47703,19.55742,18.09078,17.3309,7773,301,2,457,5.253565611406285e+18,STAR,4.996774e-05,4666,55832,424
1.2376634787240348e+18,338.147580291086,-0.243602103948394,20.14869,19.24574,18.69993,18.42369,18.31868,4192,301,3,210,4.2455226179704634e+17,GALAXY,0.2086649,377,52145,320
1.2376613623704456e+18,198.215243320208,47.2288829255236,21.34494,19.46709,18.06061,17.52183,17.15255,3699,301,5,81,7.60328024359255e+18,GALAXY,0.2221476,6753,56399,284
1.2376695174357975e+18,346.135794895021,6.73684712312034,20.92813,19.75368,19.47585,19.37743,19.30013,5598,301,3,23,2.617723124329769e+18,STAR,-0.000191033,2325,54082,21
1.2376626358333614e+18,228.041619967974,10.2175651722058,24.79079,22.81752,21.18736,20.00313,19.57814,3996,301,1,159,6.175578408061524e+18,GALAXY,0.6371087,5485,56063,63
1.2376582061245071e+18,193.669663890647,50.791507187822,19.97745,19.90055,20.26606,20.5982,20.9796,2964,301,6,358,3.291159710761249e+18,STAR,0.0002011652,2923,54563,561
1.237663782583665e+18,352.959337689921,-1.23928220073507,18.90639,17.58568,16.92611,16.5162,16.28594,4263,301,1,68,4.32412390110292e+17,GALAXY,0.1136213,384,51821,243
1.237661416596964e+18,193.468506435138,56.5126113264192,23.39796,22.52226,21.06796,19.97417,19.56557,3712,301,2,120,7.691116104819956e+18,GALAXY,0.5564923,6831,56426,341
1.2376793228594383e+18,30.6196809919532,-4.84611053384716,21.02577,20.69954,19.5495,19.15821,18.5404,7881,301,3,226,8.149417019336579e+18,QSO,5.979125,7238,56660,558
1.2376614332455982e+18,219.147317749388,41.0331827885424,26.06306,22.71426,20.85377,19.88437,19.36231,3716,301,1,206,6.824191862376782e+18,GALAXY,0.5989623,6061,56076,409
1.2376575940701727e+18,114.036038472483,26.0973276281584,24.49038,22.49275,21.19808,20.13244,19.4561,2822,301,2,30,1.2491965435997344e+19,STAR,-4.57428e-06,11095,58439,385
1.237678889593668e+18,23.5317733699582,-2.17033953507215,22.89807,22.62974,22.38034,22.16248,21.67239,7780,301,4,59,1.0503793863436818e+19,GALAXY,1.100038,9329,57688,995
1.237658311329317e+18,179.939287114127,59.3115716496363,21.44888,20.38406,19.97017,19.77295,19.85031,2989,301,2,24,9.27422870974499e+18,STAR,-0.000483395,8237,58162,695
1.2376487051307912e+18,221.836276496471,0.466824609370786,19.97679,19.05628,18.83066,18.7182,18.71102,752,301,5,523,3.3035278432411587e+18,STAR,0.0008228575,2934,54626,500
1.2376607728835625e+18,153.194633014683,40.0866872071283,20.19858,19.22753,18.8881,18.78141,18.76622,3562,301,3,41,5.136453325001349e+18,STAR,-0.0006657111,4562,55570,356
1.2376551067608023e+18,157.650826027548,55.7819794943796,19.33521,18.43032,18.16742,18.06773,18.06133,2243,301,1,237,7.539289766350837e+18,STAR,-0.0005621723,6696,56398,960
1.2376677345225608e+18,218.273554713691,18.5639159359849,24.63265,21.20567,19.50083,18.80153,18.27334,5183,301,2,558,6.641796901464463e+18,GALAXY,0.418583,5899,56038,412
1.2376571909027932e+18,354.501939308683,-0.139098103769262,25.97659,25.85159,24.05506,22.24979,20.58174,2728,301,3,376,4.74351425548323e+18,STAR,-0.001237353,4213,55449,356
1.237667782292013e+18,170.613192743933,21.4652482532669,20.74869,18.44486,17.27224,16.76261,16.52582,5194,301,3,374,2.810294066330233e+18,GALAXY,0.1622338,2496,54178,174
1.2376648740460956e+18,130.285773821424,23.2238618493581,20.41372,19.33677,18.92849,18.7156,18.67953,4517,301,2,127,3.7977932346887777e+18,STAR,0.0002307117,3373,54940,483
1.2376582045093071e+18,177.173074728014,49.5861448106276,21.94895,20.72104,20.00047,19.37718,19.11917,2964,301,3,288,7.517771773821343e+18,QSO,1.472921,6677,56385,502
1.2376607659123023e+18,131.176985676601,31.7886255858627,22.49738,22.77886,20.84905,19.73291,19.19773,3560,301,6,164,5.83798050815242e+18,GALAXY,0.495516,5185,55978,689
1.2376677361076145e+18,155.897521896383,20.592541506356,19.85714,18.24103,17.26851,16.81262,16.46585,5183,301,5,168,2.6741330134025114e+18,GALAXY,0.1265611,2375,53770,439
1.237657606964773e+18,132.620520555544,42.8869147888579,19.86187,18.93923,18.62912,18.51233,18.45936,2825,301,2,178,5.273786736362936e+18,STAR,0.0002260651,4684,56226,260
1.237662267533231e+18,218.86556280123,6.08644665012952,24.30117,21.95695,21.49526,21.38434,21.57118,3910,301,3,57,5.470867039722953e+18,GALAXY,0.6506884,4859,55684,434
1.237678889596224e+18,29.3847070860418,-2.24258060325613,22.42447,22.07219,20.45697,19.55669,19.35538,7780,301,4,98,4.896752372351785e+18,GALAXY,0.4901956,4349,55803,777
1.2376576080305856e+18,116.518198989504,30.109270769758,23.8608,21.398,20.95737,20.5308,20.52847,2825,301,4,57,5.012701641457293e+18,QSO,1.302747,4452,55536,710
1.2376786614338847e+18,22.6739989382961,4.43158653453276,20.90874,21.13758,20.62644,20.69838,20.8364,7727,301,3,217,9.861898150708797e+18,QSO,1.241371,8759,57700,512
1.237667430101681e+18,159.547778831153,25.0633736094918,23.10307,22.52961,21.72418,21.44317,20.58103,5112,301,3,328,1.0085938485154568e+19,GALAXY,0.0,8958,57514,462
